age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
43.00,Female,Education,0.80,Facebook,54.00,2.14,8.44,7.55,7.00,9.05,1.51,0.00,FALSE,FALSE,2.00,2.00,11.22,8.36
65.00,Male,Student,6.79,Twitter,60.00,8.83,4.37,3.61,4.00,4.55,0.97,7.00,FALSE,FALSE,4.00,22.00,12.78,3.81
18.00,Female,Finance,0.00,Instagram,57.00,6.56,6.61,5.80,2.00,7.60,1.34,4.00,TRUE,FALSE,2.00,2.00,3.13,5.79
65.00,Male,Student,2.15,TikTok,42.00,8.12,5.81,5.18,6.00,7.29,1.23,4.00,FALSE,FALSE,0.00,17.00,14.20,5.90
29.00,Male,Health,5.03,Facebook,59.00,7.32,2.49,1.75,10.00,4.62,0.00,0.00,FALSE,FALSE,1.00,30.00,7.19,0.95
22.00,Male,Unemployed,12.52,Twitter,54.00,6.68,3.69,3.81,3.00,7.93,0.92,4.00,FALSE,TRUE,2.00,16.00,9.94,5.98
54.00,Male,Unemployed,4.97,Telegram,69.00,5.88,3.15,2.27,10.00,6.26,0.36,6.00,FALSE,TRUE,4.00,5.00,8.03,1.05
26.00,Female,Student,1.06,Facebook,62.00,6.74,6.62,6.41,10.00,4.93,1.77,3.00,FALSE,FALSE,0.00,5.00,0.00,5.58
52.00,Female,Health,1.68,TikTok,50.00,8.39,3.56,2.76,7.00,3.98,0.87,2.00,FALSE,FALSE,2.00,17.00,22.88,2.34
36.00,Male,Student,2.19,TikTok,68.00,4.81,3.07,2.31,7.00,7.50,0.00,5.00,TRUE,FALSE,4.00,25.00,2.32,3.71
65.00,Male,Student,2.49,TikTok,55.00,9.98,8.22,8.09,4.00,3.66,1.93,10.00,TRUE,TRUE,0.00,0.00,0.71,9.47
33.00,Male,Health,3.40,Facebook,52.00,9.37,4.19,3.26,7.00,4.44,0.31,4.00,FALSE,FALSE,2.00,5.00,8.24,4.66
20.00,Female,Student,1.83,Instagram,67.00,6.39,5.85,4.54,9.00,6.38,1.85,4.00,TRUE,FALSE,2.00,8.00,4.03,4.52
37.00,Male,Student,3.32,Twitter,61.00,9.39,5.02,4.90,4.00,7.41,1.53,9.00,TRUE,TRUE,1.00,6.00,4.09,4.54
41.00,Male,Health,3.76,Twitter,69.00,6.23,6.69,6.61,3.00,5.74,1.19,0.00,FALSE,FALSE,2.00,2.00,12.81,5.50
50.00,Female,Education,0.81,Instagram,64.00,5.81,7.07,6.39,8.00,7.08,0.90,0.00,FALSE,TRUE,2.00,14.00,17.20,
41.00,Female,Unemployed,0.50,TikTok,55.00,8.10,2.52,2.59,10.00,6.93,0.41,5.00,FALSE,FALSE,2.00,18.00,0.93,2.58
28.00,Male,IT,5.19,Twitter,57.00,5.85,6.36,5.35,8.00,5.24,1.45,8.00,FALSE,FALSE,2.00,22.00,11.48,5.54
25.00,Male,Health,3.25,TikTok,56.00,7.12,6.47,6.68,2.00,6.49,1.15,1.00,FALSE,TRUE,4.00,3.00,0.00,5.69
53.00,Female,Finance,2.70,Facebook,61.00,6.23,5.33,4.71,4.00,6.80,1.96,2.00,TRUE,FALSE,1.00,12.00,15.75,4.73
55.00,Female,Student,0.15,Instagram,59.00,10.16,8.39,7.85,5.00,4.64,0.17,4.00,FALSE,FALSE,4.00,20.00,12.27,7.00
37.00,Male,IT,3.00,Facebook,55.00,4.16,4.23,3.22,4.00,5.30,,9.00,TRUE,FALSE,1.00,14.00,4.55,
65.00,Female,Finance,3.39,Facebook,55.00,4.51,2.78,2.28,8.00,4.12,0.75,5.00,FALSE,FALSE,0.00,19.00,19.81,
52.00,Female,Education,1.77,Telegram,53.00,8.47,3.23,2.90,3.00,6.23,1.31,4.00,FALSE,FALSE,2.00,7.00,7.38,
42.00,Female,Finance,6.16,TikTok,58.00,8.13,3.70,3.90,7.00,5.50,1.06,10.00,FALSE,FALSE,1.00,3.00,0.00,5.12
46.00,Male,Unemployed,4.98,Twitter,62.00,9.26,5.26,4.26,8.00,5.94,2.95,7.00,FALSE,FALSE,2.00,5.00,4.98,4.07
35.00,Male,Health,3.44,Facebook,59.00,8.57,6.20,5.34,5.00,6.40,2.75,9.00,FALSE,FALSE,1.00,13.00,25.88,4.15
35.00,Female,IT,3.67,Facebook,68.00,3.94,4.30,3.82,8.00,6.87,1.48,5.00,FALSE,TRUE,3.00,17.00,11.83,4.24
33.00,Female,Unemployed,4.40,Twitter,67.00,6.95,2.76,1.97,9.00,8.04,0.54,1.00,FALSE,FALSE,3.00,21.00,27.63,2.60
58.00,Male,Education,0.81,TikTok,55.00,6.33,7.87,6.97,3.00,6.46,0.00,0.00,FALSE,TRUE,1.00,7.00,0.00,6.99
53.00,Female,Finance,4.17,Telegram,71.00,4.66,4.78,4.57,10.00,6.06,1.24,7.00,FALSE,FALSE,2.00,24.00,4.49,
50.00,Male,Unemployed,1.33,Instagram,71.00,7.09,5.51,4.74,6.00,7.12,1.20,10.00,FALSE,FALSE,2.00,27.00,10.09,5.50
31.00,Male,Unemployed,3.20,Instagram,62.00,6.82,5.86,4.97,6.00,4.66,1.16,7.00,TRUE,FALSE,3.00,8.00,32.90,6.41
37.00,Female,Student,3.09,Instagram,61.00,4.81,8.51,7.53,6.00,6.25,0.40,1.00,FALSE,FALSE,4.00,26.00,0.00,6.95
25.00,Male,Health,6.35,TikTok,52.00,7.17,7.47,6.54,5.00,5.44,0.69,7.00,FALSE,FALSE,3.00,21.00,10.97,5.83
20.00,Male,IT,2.64,Facebook,51.00,6.35,6.66,6.72,5.00,6.73,0.00,3.00,FALSE,FALSE,4.00,26.00,14.32,5.75
34.00,Female,Health,4.38,Twitter,58.00,6.33,4.45,4.42,10.00,5.12,0.06,4.00,FALSE,TRUE,1.00,26.00,8.50,2.49
50.00,Male,Student,3.30,Facebook,68.00,8.03,8.96,7.66,4.00,7.30,1.69,10.00,TRUE,FALSE,0.00,25.00,2.44,7.35
65.00,Male,Unemployed,2.16,Twitter,59.00,3.40,2.18,2.45,5.00,5.25,0.00,5.00,TRUE,FALSE,5.00,16.00,18.46,1.77
39.00,Female,IT,3.52,Telegram,65.00,6.95,4.55,4.16,2.00,8.33,1.49,7.00,TRUE,FALSE,1.00,9.00,10.93,3.80
39.00,Male,Health,3.81,Twitter,68.00,6.86,6.78,6.52,1.00,7.05,2.37,7.00,FALSE,TRUE,0.00,2.00,7.09,4.66
63.00,Other,Finance,2.60,Twitter,51.00,6.10,3.66,3.39,8.00,5.84,0.32,0.00,TRUE,FALSE,6.00,18.00,7.95,2.69
47.00,Female,IT,2.80,Telegram,65.00,8.63,4.90,5.41,4.00,6.77,1.18,8.00,FALSE,FALSE,3.00,12.00,1.07,5.21
55.00,Male,Education,1.99,TikTok,52.00,5.56,8.25,7.91,10.00,6.30,0.61,10.00,FALSE,FALSE,2.00,6.00,17.71,
62.00,Female,Finance,7.64,Twitter,57.00,6.93,3.24,3.36,1.00,6.89,0.57,0.00,FALSE,FALSE,2.00,3.00,0.83,2.28
25.00,Male,Education,1.82,Facebook,60.00,6.56,5.11,3.86,10.00,5.32,2.74,1.00,FALSE,TRUE,3.00,10.00,9.87,4.55
44.00,Male,Finance,1.78,Facebook,60.00,7.85,2.22,1.28,10.00,7.52,1.53,8.00,FALSE,TRUE,4.00,0.00,18.15,1.42
44.00,Male,Education,5.07,Facebook,57.00,9.23,7.72,7.59,2.00,4.81,0.07,5.00,FALSE,FALSE,2.00,16.00,10.27,8.13
38.00,Female,Student,12.30,TikTok,62.00,8.16,8.83,8.27,2.00,8.70,1.95,6.00,FALSE,FALSE,3.00,11.00,12.75,8.38
50.00,Male,IT,3.81,Facebook,57.00,3.08,7.23,6.27,8.00,6.38,1.89,1.00,FALSE,FALSE,3.00,8.00,20.44,6.94
64.00,Female,Health,1.90,TikTok,63.00,6.59,6.58,5.77,8.00,7.80,0.00,5.00,TRUE,TRUE,3.00,10.00,19.66,5.37
50.00,Male,Student,1.30,Twitter,57.00,4.95,2.37,2.36,9.00,6.86,0.21,0.00,FALSE,TRUE,5.00,12.00,8.91,2.82
22.00,Female,Unemployed,0.00,Telegram,55.00,5.57,4.45,3.95,1.00,5.18,1.56,3.00,TRUE,TRUE,0.00,5.00,0.29,3.21
36.00,Female,IT,2.05,Telegram,55.00,8.13,8.21,6.90,10.00,7.11,1.75,1.00,TRUE,FALSE,0.00,27.00,10.54,9.40
21.00,Male,Health,1.51,Facebook,65.00,8.11,6.99,6.85,7.00,7.86,0.79,9.00,FALSE,FALSE,1.00,5.00,19.43,6.04
52.00,Female,Health,2.49,Instagram,62.00,7.26,7.89,6.49,8.00,4.84,0.96,1.00,TRUE,FALSE,1.00,15.00,22.03,5.85
47.00,Male,Student,4.98,Instagram,57.00,9.23,2.24,2.71,1.00,8.18,0.00,7.00,FALSE,FALSE,3.00,30.00,8.19,3.85
46.00,Male,IT,4.36,Instagram,56.00,5.71,6.57,6.07,4.00,6.32,0.84,5.00,FALSE,FALSE,4.00,4.00,14.76,7.34
23.00,Female,IT,0.45,TikTok,55.00,3.17,7.20,5.65,8.00,6.17,1.26,5.00,FALSE,FALSE,1.00,0.00,18.93,5.76
52.00,Male,IT,4.12,TikTok,47.00,5.00,5.20,4.70,5.00,6.43,1.57,3.00,FALSE,TRUE,2.00,1.00,20.50,3.14
58.00,Male,Unemployed,4.12,TikTok,40.00,7.97,7.47,6.28,1.00,7.43,0.19,2.00,FALSE,FALSE,0.00,31.00,11.26,7.18
54.00,Female,Health,1.42,Instagram,56.00,6.79,4.33,3.52,6.00,6.66,0.38,6.00,TRUE,FALSE,2.00,19.00,4.98,2.37
41.00,Female,Unemployed,0.35,Telegram,68.00,8.56,6.78,5.55,7.00,6.88,1.31,5.00,FALSE,TRUE,4.00,30.00,11.84,5.86
63.00,Male,Health,0.00,Telegram,69.00,8.36,6.79,5.94,1.00,9.07,1.05,9.00,TRUE,TRUE,4.00,9.00,13.59,
48.00,Male,Finance,4.09,Facebook,65.00,6.25,6.68,6.31,5.00,6.24,1.47,5.00,TRUE,FALSE,1.00,26.00,10.76,
52.00,Female,IT,1.73,Instagram,44.00,5.75,5.47,4.91,2.00,4.82,0.00,0.00,FALSE,FALSE,0.00,8.00,3.27,4.33
50.00,Female,Health,3.40,Twitter,50.00,4.42,6.13,4.82,9.00,6.21,,10.00,TRUE,FALSE,0.00,12.00,10.70,
38.00,Female,Unemployed,6.58,Facebook,76.00,8.39,7.85,7.39,3.00,5.06,1.29,4.00,FALSE,FALSE,2.00,21.00,24.01,6.41
40.00,Female,Unemployed,4.36,Twitter,86.00,7.75,4.87,4.56,6.00,7.61,1.63,6.00,FALSE,FALSE,3.00,27.00,15.16,
50.00,Male,Unemployed,2.49,Telegram,55.00,3.19,6.60,5.74,9.00,7.07,1.51,5.00,FALSE,FALSE,2.00,16.00,18.03,6.28
35.00,Other,Student,6.05,Facebook,64.00,11.14,6.52,6.36,9.00,6.87,0.78,9.00,FALSE,FALSE,5.00,20.00,17.35,6.81
42.00,Male,IT,1.89,Twitter,56.00,6.25,7.29,6.87,10.00,8.00,1.52,10.00,FALSE,FALSE,1.00,0.00,11.79,6.92
59.00,Male,Health,4.10,Instagram,56.00,1.30,7.68,7.02,7.00,7.41,0.00,9.00,FALSE,FALSE,0.00,1.00,0.00,7.22
48.00,Other,Student,3.63,Telegram,62.00,6.76,8.98,8.35,9.00,7.63,0.41,9.00,FALSE,TRUE,3.00,8.00,14.05,6.73
20.00,Male,Unemployed,3.84,TikTok,68.00,4.56,6.38,5.12,2.00,7.66,0.44,4.00,TRUE,FALSE,1.00,19.00,17.07,5.60
63.00,Female,Finance,4.03,Instagram,56.00,7.79,5.05,5.22,9.00,4.41,1.79,2.00,FALSE,TRUE,2.00,8.00,0.00,3.23
49.00,Male,Student,2.14,TikTok,43.00,6.90,5.45,4.56,10.00,5.15,0.36,8.00,FALSE,FALSE,1.00,13.00,0.00,5.06
64.00,Male,Education,3.55,TikTok,56.00,5.33,3.34,3.70,8.00,7.70,0.48,10.00,FALSE,TRUE,1.00,19.00,23.15,3.77
40.00,Male,IT,3.73,Telegram,63.00,8.95,7.25,7.84,9.00,7.65,0.03,3.00,FALSE,TRUE,2.00,0.00,5.43,8.27
19.00,Female,Student,1.85,TikTok,59.00,5.91,4.36,4.21,3.00,3.78,0.00,9.00,FALSE,FALSE,4.00,15.00,10.49,4.88
59.00,Male,IT,0.00,Facebook,62.00,6.83,4.84,4.98,10.00,8.64,,7.00,FALSE,FALSE,1.00,13.00,18.44,2.80
19.00,Female,Education,3.93,Telegram,70.00,7.97,3.71,2.98,8.00,6.02,1.12,3.00,FALSE,FALSE,2.00,8.00,5.68,3.61
57.00,Male,Finance,5.64,Telegram,56.00,6.13,5.58,4.84,1.00,7.33,1.51,9.00,TRUE,TRUE,1.00,2.00,9.59,3.40
50.00,Female,Student,3.03,Facebook,70.00,5.50,6.43,4.71,2.00,7.32,0.46,1.00,FALSE,FALSE,1.00,12.00,16.80,4.55
26.00,Female,Health,3.50,Twitter,61.00,5.96,8.39,6.52,7.00,6.95,0.77,5.00,FALSE,TRUE,3.00,10.00,1.46,5.86
60.00,Male,Education,0.56,Instagram,58.00,7.81,2.53,2.62,4.00,4.92,0.31,0.00,FALSE,TRUE,4.00,7.00,6.71,3.29
65.00,Male,Unemployed,3.26,TikTok,77.00,5.58,4.18,4.17,1.00,3.55,0.69,9.00,TRUE,FALSE,4.00,23.00,20.26,3.65
56.00,Male,Health,2.49,TikTok,70.00,4.02,8.94,7.65,4.00,5.89,0.64,2.00,FALSE,FALSE,3.00,5.00,9.34,8.28
52.00,Female,Student,1.09,Twitter,55.00,5.12,2.04,1.68,5.00,7.51,0.42,5.00,FALSE,TRUE,3.00,27.00,10.15,2.45
42.00,Female,Health,2.41,TikTok,68.00,4.86,5.57,5.50,6.00,9.46,1.17,0.00,FALSE,FALSE,3.00,12.00,13.47,6.14
30.00,Male,Education,0.10,Telegram,45.00,8.85,5.64,4.51,4.00,5.08,0.92,2.00,FALSE,FALSE,1.00,5.00,11.72,3.05
53.00,Male,Education,6.10,Telegram,64.00,6.97,6.73,6.12,3.00,7.90,0.89,4.00,FALSE,FALSE,1.00,27.00,6.30,7.27
62.00,Female,Unemployed,0.00,Instagram,49.00,5.67,8.42,6.49,10.00,7.72,1.16,0.00,FALSE,FALSE,4.00,5.00,4.05,7.17
37.00,Male,Health,1.85,Instagram,79.00,5.38,8.08,7.25,6.00,5.95,0.08,1.00,TRUE,TRUE,1.00,16.00,23.19,7.59
25.00,Male,Education,1.52,TikTok,68.00,9.20,7.76,7.22,2.00,6.13,1.30,0.00,FALSE,TRUE,1.00,15.00,10.32,6.96
33.00,Female,Finance,2.14,Twitter,64.00,7.09,7.15,6.27,2.00,4.61,1.25,8.00,FALSE,FALSE,3.00,25.00,6.59,6.05
29.00,Female,IT,4.86,Twitter,53.00,6.98,3.62,4.30,7.00,5.50,0.84,9.00,TRUE,FALSE,3.00,15.00,15.45,
40.00,Male,Education,6.11,Instagram,64.00,10.99,3.14,3.82,2.00,5.58,0.47,10.00,TRUE,FALSE,3.00,5.00,0.00,5.54
45.00,Female,IT,0.00,Instagram,58.00,9.01,6.12,4.86,7.00,6.16,,1.00,TRUE,FALSE,0.00,24.00,12.29,5.52
51.00,Male,Finance,0.00,Telegram,61.00,5.44,3.39,2.68,7.00,8.37,2.03,9.00,FALSE,FALSE,3.00,16.00,22.50,
19.00,Male,Unemployed,0.00,Instagram,69.00,6.70,7.04,6.48,5.00,5.15,1.41,8.00,FALSE,FALSE,2.00,0.00,5.46,6.11
49.00,Female,Finance,4.08,Instagram,61.00,8.96,6.86,5.75,8.00,5.79,1.24,7.00,FALSE,TRUE,3.00,10.00,3.82,6.58
39.00,Female,Education,7.79,TikTok,39.00,8.72,7.18,7.06,6.00,7.15,0.54,10.00,TRUE,FALSE,1.00,23.00,20.43,6.16
39.00,Male,Health,5.14,Telegram,55.00,4.50,4.61,4.31,9.00,8.41,,9.00,FALSE,FALSE,1.00,13.00,6.37,5.27
59.00,Female,Health,1.00,Instagram,61.00,9.92,2.05,1.36,3.00,5.23,0.77,3.00,FALSE,FALSE,3.00,29.00,3.31,1.27
23.00,Female,Student,1.32,Facebook,76.00,7.67,8.08,7.04,5.00,5.84,0.53,8.00,FALSE,TRUE,1.00,17.00,16.30,5.88
32.00,Female,Student,6.09,Telegram,64.00,9.06,7.49,6.89,1.00,6.01,,6.00,FALSE,FALSE,2.00,28.00,9.22,7.93
60.00,Male,Health,0.00,Telegram,69.00,1.71,5.69,5.51,5.00,6.99,0.77,2.00,TRUE,FALSE,1.00,31.00,4.13,6.43
54.00,Female,Unemployed,2.68,Facebook,58.00,4.73,4.70,4.64,10.00,7.44,1.76,3.00,TRUE,FALSE,5.00,26.00,0.00,4.12
50.00,Female,Health,4.39,Facebook,67.00,7.21,4.61,3.96,2.00,4.37,1.40,6.00,TRUE,FALSE,4.00,17.00,11.67,2.37
25.00,Female,Finance,3.95,Facebook,59.00,6.84,6.53,5.92,5.00,4.55,1.33,2.00,FALSE,FALSE,2.00,0.00,23.83,7.36
61.00,Male,Education,2.21,Twitter,54.00,5.66,6.12,5.86,6.00,6.46,0.00,8.00,FALSE,TRUE,4.00,19.00,0.00,
61.00,Male,Education,2.12,Instagram,47.00,2.93,2.20,1.81,6.00,6.41,0.32,6.00,FALSE,TRUE,2.00,28.00,0.00,4.02
22.00,Female,Finance,0.48,Telegram,67.00,10.71,5.14,4.43,1.00,6.43,1.94,6.00,FALSE,TRUE,2.00,27.00,0.00,2.06
56.00,Female,Unemployed,1.16,Telegram,70.00,7.04,2.95,2.34,10.00,9.01,0.00,3.00,TRUE,FALSE,2.00,16.00,0.89,3.17
21.00,Female,Student,6.26,Facebook,62.00,6.53,5.83,6.00,6.00,3.41,1.38,6.00,FALSE,FALSE,0.00,12.00,14.95,4.23
23.00,Female,Unemployed,3.41,Facebook,60.00,6.65,2.76,1.88,8.00,7.21,0.86,9.00,FALSE,TRUE,1.00,24.00,20.55,2.34
49.00,Female,Health,4.24,Instagram,67.00,8.82,6.41,5.75,9.00,6.10,0.00,10.00,TRUE,TRUE,2.00,4.00,15.29,5.04
47.00,Male,IT,2.08,TikTok,57.00,8.27,4.87,4.66,1.00,8.31,1.90,5.00,TRUE,FALSE,3.00,11.00,11.90,4.15
57.00,Female,Health,0.17,Telegram,54.00,4.65,7.84,7.30,6.00,7.22,1.27,8.00,FALSE,FALSE,2.00,8.00,10.98,6.72
33.00,Male,Finance,6.19,TikTok,56.00,8.97,3.09,2.25,10.00,7.50,0.00,7.00,TRUE,FALSE,2.00,25.00,7.95,1.72
47.00,Female,IT,1.92,Facebook,71.00,5.20,7.76,6.55,3.00,5.40,0.00,7.00,TRUE,TRUE,1.00,6.00,3.87,5.55
36.00,Female,Student,2.88,Facebook,68.00,6.05,6.87,6.28,7.00,4.96,1.89,2.00,FALSE,FALSE,3.00,1.00,0.00,4.51
34.00,Male,Finance,2.01,Telegram,53.00,8.76,3.57,2.49,7.00,7.54,1.17,4.00,FALSE,FALSE,2.00,5.00,0.00,2.66
36.00,Female,IT,0.17,Twitter,59.00,6.71,4.97,4.78,9.00,5.29,1.20,9.00,FALSE,TRUE,4.00,22.00,13.21,5.20
43.00,Male,Finance,4.59,Twitter,57.00,8.65,7.43,7.11,6.00,5.41,0.60,5.00,TRUE,FALSE,0.00,4.00,11.45,7.07
54.00,Male,Student,3.80,Telegram,61.00,8.12,8.10,7.51,10.00,5.81,,10.00,FALSE,FALSE,1.00,28.00,16.19,8.41
43.00,Male,Health,3.05,Telegram,59.00,12.00,3.13,3.38,3.00,3.08,0.25,7.00,TRUE,TRUE,5.00,24.00,0.00,
40.00,Male,Student,1.23,Telegram,72.00,10.17,6.80,5.84,9.00,7.14,0.73,5.00,FALSE,TRUE,1.00,21.00,9.37,8.06
26.00,Female,Unemployed,3.67,Instagram,60.00,3.75,7.51,7.03,8.00,6.71,1.34,2.00,TRUE,FALSE,1.00,31.00,7.26,7.19
29.00,Male,Finance,1.05,Telegram,53.00,7.90,4.66,4.09,8.00,7.29,1.59,9.00,FALSE,TRUE,4.00,8.00,0.00,
18.00,Female,Education,1.33,Twitter,61.00,8.10,7.83,7.01,2.00,7.39,1.51,9.00,FALSE,FALSE,5.00,7.00,2.61,5.89
18.00,Male,Finance,1.07,Twitter,55.00,3.18,2.50,1.73,1.00,8.31,0.27,4.00,TRUE,FALSE,2.00,24.00,6.03,1.43
51.00,Female,Health,1.50,Facebook,36.00,5.36,6.65,5.71,4.00,8.80,0.00,3.00,TRUE,FALSE,4.00,26.00,7.34,6.89
49.00,Female,Education,4.46,Twitter,54.00,2.58,4.83,3.82,4.00,7.41,1.15,10.00,FALSE,FALSE,3.00,20.00,4.89,5.67
42.00,Other,Finance,2.97,Telegram,69.00,9.27,2.35,2.48,2.00,8.00,0.63,3.00,FALSE,TRUE,3.00,5.00,15.51,0.85
18.00,Female,Unemployed,3.77,Instagram,62.00,4.80,8.20,8.48,2.00,6.23,1.61,0.00,FALSE,FALSE,4.00,18.00,7.01,7.21
33.00,Female,IT,0.00,TikTok,57.00,5.71,6.33,5.48,8.00,8.45,0.76,1.00,TRUE,FALSE,0.00,12.00,17.76,4.20
56.00,Male,Education,2.54,Facebook,70.00,7.08,2.78,2.49,1.00,4.85,0.25,5.00,FALSE,TRUE,2.00,9.00,25.27,2.53
22.00,Female,Finance,4.43,Facebook,52.00,6.26,4.16,3.08,4.00,7.64,0.12,4.00,FALSE,FALSE,4.00,12.00,9.02,6.00
39.00,Male,Health,1.03,TikTok,67.00,6.02,3.09,3.42,4.00,6.89,2.18,10.00,FALSE,FALSE,2.00,18.00,14.65,4.78
46.00,Male,Finance,5.66,Facebook,75.00,7.77,8.04,7.18,3.00,5.92,0.70,9.00,TRUE,FALSE,3.00,4.00,14.81,5.44
20.00,Female,Health,5.61,Facebook,69.00,4.39,8.11,7.57,4.00,9.85,0.41,3.00,TRUE,FALSE,2.00,29.00,19.34,8.05
43.00,Male,Health,4.91,Telegram,59.00,7.73,6.69,6.56,1.00,6.90,1.50,9.00,FALSE,FALSE,2.00,6.00,0.00,5.77
33.00,Male,Student,5.42,Telegram,52.00,8.62,2.72,2.83,5.00,5.52,1.89,0.00,TRUE,FALSE,1.00,5.00,0.00,3.96
46.00,Male,IT,0.69,Facebook,63.00,5.39,3.43,3.39,4.00,3.77,,0.00,FALSE,TRUE,5.00,17.00,11.12,3.91
31.00,Female,Health,4.45,Facebook,59.00,4.42,5.08,3.99,6.00,5.17,1.00,4.00,TRUE,TRUE,0.00,22.00,3.70,3.66
45.00,Female,IT,3.79,TikTok,49.00,6.84,4.63,4.18,3.00,6.75,0.19,9.00,TRUE,FALSE,0.00,26.00,26.34,4.77
22.00,Male,Unemployed,7.99,Twitter,67.00,6.31,6.43,6.07,1.00,7.29,1.06,5.00,FALSE,FALSE,3.00,7.00,11.76,5.72
47.00,Male,Health,5.55,TikTok,51.00,4.13,5.43,4.88,2.00,5.42,0.92,9.00,TRUE,FALSE,2.00,13.00,16.31,
22.00,Male,Education,2.79,Facebook,50.00,9.09,8.09,8.05,7.00,5.68,0.98,0.00,FALSE,FALSE,1.00,27.00,7.47,8.08
33.00,Female,Unemployed,2.20,Instagram,57.00,8.64,2.96,2.99,10.00,10.00,1.02,5.00,FALSE,FALSE,2.00,21.00,13.52,3.76
43.00,Female,Student,4.91,TikTok,61.00,7.31,8.35,7.16,1.00,7.92,1.57,5.00,FALSE,FALSE,1.00,13.00,6.66,6.46
65.00,Male,Unemployed,3.56,Twitter,66.00,8.05,6.95,6.40,4.00,7.54,0.28,6.00,FALSE,TRUE,1.00,25.00,8.96,5.63
38.00,Male,Student,3.07,Instagram,47.00,8.92,4.07,4.05,2.00,6.69,0.55,1.00,TRUE,FALSE,0.00,14.00,1.92,2.93
50.00,Female,Education,4.94,Instagram,68.00,6.75,6.98,5.71,9.00,6.10,0.00,0.00,TRUE,FALSE,0.00,22.00,20.02,3.97
47.00,Female,Unemployed,1.30,Instagram,61.00,7.77,8.29,8.35,2.00,5.81,1.18,1.00,FALSE,TRUE,0.00,19.00,0.86,6.74
54.00,Female,Unemployed,4.94,Instagram,71.00,6.94,3.33,3.25,10.00,6.32,0.74,2.00,FALSE,FALSE,1.00,14.00,15.48,4.67
27.00,Male,Unemployed,8.34,Facebook,49.00,5.21,8.97,8.81,1.00,6.17,1.34,8.00,FALSE,FALSE,1.00,21.00,19.38,9.41
22.00,Female,IT,3.99,Telegram,55.00,4.54,3.86,3.30,2.00,4.75,,7.00,FALSE,FALSE,3.00,5.00,7.01,3.10
53.00,Female,Finance,5.18,TikTok,48.00,7.74,8.28,7.17,9.00,7.84,0.91,10.00,FALSE,FALSE,1.00,12.00,19.73,7.15
51.00,Male,Education,3.92,Facebook,62.00,8.31,7.41,5.94,6.00,6.22,0.67,5.00,FALSE,FALSE,0.00,3.00,0.00,6.32
48.00,Other,Finance,4.27,Telegram,60.00,6.63,3.31,3.07,3.00,7.01,1.67,3.00,FALSE,TRUE,0.00,2.00,0.00,4.30
27.00,Male,IT,5.18,Instagram,70.00,11.82,6.25,5.29,7.00,6.27,1.46,6.00,FALSE,TRUE,1.00,8.00,14.86,5.73
18.00,Female,IT,3.65,TikTok,46.00,4.91,2.37,2.07,3.00,6.56,1.14,4.00,FALSE,TRUE,5.00,28.00,4.71,1.46
22.00,Other,Finance,1.79,Twitter,74.00,5.71,5.59,5.05,3.00,8.10,0.60,4.00,FALSE,FALSE,3.00,8.00,14.60,6.67
21.00,Male,Finance,2.07,Facebook,72.00,5.61,5.20,4.62,6.00,3.74,1.73,10.00,FALSE,FALSE,2.00,15.00,20.05,2.47
41.00,Male,Student,2.58,Instagram,65.00,8.64,7.87,6.69,2.00,7.07,,0.00,FALSE,FALSE,2.00,22.00,25.53,5.69
19.00,Female,Finance,1.14,Facebook,68.00,6.29,6.26,5.46,10.00,7.52,0.86,3.00,FALSE,FALSE,3.00,25.00,9.88,6.84
49.00,Female,IT,3.69,TikTok,56.00,11.84,5.28,3.81,8.00,4.91,0.00,10.00,FALSE,TRUE,3.00,3.00,15.12,2.12
44.00,Male,Student,0.48,Facebook,68.00,5.73,6.25,5.48,10.00,8.49,0.32,1.00,FALSE,FALSE,1.00,3.00,12.57,5.18
37.00,Female,Student,0.26,Instagram,69.00,7.50,8.25,9.03,4.00,4.44,0.39,4.00,FALSE,FALSE,1.00,31.00,3.74,10.00
41.00,Female,Finance,4.60,Twitter,61.00,8.67,7.35,6.03,2.00,3.77,1.88,1.00,TRUE,FALSE,2.00,11.00,8.24,8.58
29.00,Male,Unemployed,3.26,Telegram,60.00,5.30,5.26,5.15,6.00,6.03,0.62,1.00,FALSE,FALSE,1.00,17.00,12.63,
50.00,Male,IT,3.95,Facebook,59.00,7.48,3.83,3.31,1.00,6.38,0.00,7.00,TRUE,TRUE,1.00,20.00,15.73,
60.00,Female,Education,1.16,Instagram,71.00,8.01,4.80,4.42,6.00,7.54,,5.00,FALSE,FALSE,0.00,19.00,2.25,2.18
29.00,Female,Student,4.12,TikTok,55.00,6.80,6.35,5.06,7.00,7.00,0.77,0.00,TRUE,TRUE,4.00,1.00,7.63,4.55
18.00,Male,Finance,3.34,Instagram,44.00,7.09,4.85,4.26,5.00,6.33,1.32,5.00,FALSE,FALSE,1.00,3.00,0.00,3.29
57.00,Female,IT,7.23,TikTok,57.00,7.11,2.04,1.22,5.00,7.42,0.00,5.00,FALSE,FALSE,3.00,28.00,0.00,0.96
